# t (s), V (Volts)
0.254000, 1.385520
0.255000, 0.003194
0.256000, 0.798758
0.257000, 1.473660
0.258000, -0.370935
0.259000, 0.194297
0.260000, 0.409771
0.261000, -0.462590
0.262000, 2.065741
0.263000, 1.144105
0.264000, 1.239379
0.265000, 0.761673
0.266000, 2.134220
0.267000, 1.574707
0.268000, 0.510755
0.269000, 0.397742
0.270000, 2.205153
0.271000, 0.468217
0.272000, 1.609503
0.273000, 2.143496
0.274000, 1.122810
0.275000, -0.275579
0.276000, -0.227639
0.277000, 0.271095
0.278000, 0.057416
0.279000, -1.912342
0.280000, 0.940177
0.281000, 0.244347
0.282000, 1.138594
0.283000, 0.364756
0.284000, 1.019914
0.285000, 0.119758
0.286000, 0.444532
0.287000, 1.187554
0.288000, 2.473630
0.289000, -0.555041
0.290000, 1.976751
0.291000, 1.733294
0.292000, 2.074036
0.293000, 3.250973
0.294000, 0.652617
0.295000, 1.778749
0.296000, 0.474732
0.297000, 1.320504
0.298000, 0.152341
0.299000, 1.765378
0.300000, 0.854019
0.301000, -0.314608
0.302000, 2.246219
0.303000, 2.346978
0.304000, -0.262972
0.305000, 0.795411
0.306000, 1.726415
0.307000, 0.406206
0.308000, 3.812101
0.309000, 0.967226
0.310000, 0.257648
0.311000, 0.775001
0.312000, 1.650993
0.313000, 1.516748
0.314000, 1.094250
0.315000, -0.042405
0.316000, 2.569083
0.317000, 2.266182
0.318000, 2.092314
0.319000, 0.112002
0.320000, 1.959406
0.321000, 0.593901
0.322000, 3.516571
0.323000, 2.332771
0.324000, -0.016910
0.325000, 2.007076
0.326000, 0.883292
0.327000, 0.926693
0.328000, 0.501480
0.329000, 1.400769
0.330000, 2.190151
0.331000, 0.803338
0.332000, 0.990051
0.333000, 2.142988
0.334000, 1.087636
0.335000, 1.027287
0.336000, 0.231057
0.337000, -1.107095
0.338000, 0.827338
0.339000, 2.187450
0.340000, 1.355420
0.341000, 1.450740
0.342000, 1.816355
0.343000, 2.195773
0.344000, 1.734095
0.345000, 1.453154
0.346000, 1.203233
0.347000, 0.758096
0.348000, 3.967413
0.349000, 1.549209
0.350000, 2.421112
0.351000, 0.848395
0.352000, 1.238827
0.353000, 0.901881
0.354000, 0.554279
0.355000, 2.277650
0.356000, 0.474637
0.357000, 0.569668
0.358000, 0.506369
0.359000, 2.461203
0.360000, 2.234410
0.361000, 1.169804
0.362000, 1.191922
0.363000, -0.439442
0.364000, -0.725415
0.365000, 2.976635
0.366000, 1.630096
0.367000, 0.861368
0.368000, 0.635707
0.369000, 0.240369
0.370000, 2.187953
0.371000, -0.959599
0.372000, 1.396581
0.373000, 1.822595
0.374000, 0.580459
0.375000, 1.771665
0.376000, 3.498931
0.377000, 2.655695
0.378000, 1.880478
0.379000, 0.570528
0.380000, 0.374643
0.381000, 2.009080
0.382000, 0.831165
0.383000, 1.258525
0.384000, 1.872887
0.385000, 0.261482
0.386000, -0.262563
0.387000, 0.455600
0.388000, 2.334269
0.389000, 1.197271
0.390000, 1.185819
0.391000, 1.419417
0.392000, -0.136907
0.393000, -0.085833
0.394000, 0.396626
0.395000, 2.045654
0.396000, -0.493324
0.397000, 0.617907
0.398000, 1.703222
0.399000, 2.026233
0.400000, -0.949306
0.401000, 1.983379
0.402000, 1.286246
0.403000, 2.125955
0.404000, -0.871169
0.405000, 1.375105
0.406000, -0.015613
0.407000, 0.805044
0.408000, 2.940252
0.409000, 1.623553
0.410000, -0.165693
0.411000, 1.335778
0.412000, 0.611054
0.413000, 1.434918
0.414000, 0.729969
0.415000, 1.306810
0.416000, 1.476700
0.417000, 1.272739
0.418000, 0.097054
0.419000, 2.003665
0.420000, 1.752560
0.421000, 2.018890
0.422000, 1.123635
0.423000, 0.796075
0.424000, 0.955482
0.425000, 1.273318
0.426000, 1.883188
0.427000, 0.572894
0.428000, 1.297573
0.429000, 2.318591
0.430000, 0.160920
0.431000, 0.737369
0.432000, 1.750888
0.433000, 1.076568
0.434000, 2.521940
0.435000, 0.397739
0.436000, 0.218330
0.437000, 1.390747
0.438000, 0.883066
0.439000, -0.573426
0.440000, 1.486737
0.441000, -0.753852
0.442000, 2.900117
0.443000, -0.892896
0.444000, 1.859938
0.445000, 1.569127
0.446000, 0.976404
0.447000, 0.980064
0.448000, 0.924284
0.449000, 1.894941
0.450000, 2.295528
0.451000, 1.178105
0.452000, 0.091135
0.453000, 4.560862
0.454000, 2.163123
0.455000, 3.300246
0.456000, -0.784609
0.457000, 3.042805
0.458000, 0.752168
0.459000, -0.627552
0.460000, 0.600888
0.461000, 1.117831
0.462000, 3.798580
0.463000, 0.222967
0.464000, 3.040841
0.465000, 0.566031
0.466000, 1.836747
0.467000, 1.879248
0.468000, 1.612248
0.469000, 1.404999
0.470000, 1.550386
0.471000, -0.179630
0.472000, 1.933963
0.473000, 1.733019
0.474000, 1.646075
0.475000, 0.920752
0.476000, -0.285454
0.477000, 1.354519
0.478000, 1.586132
0.479000, 4.288019
0.480000, -0.253931
0.481000, 0.704936
0.482000, 2.451809
0.483000, 1.194155
0.484000, 0.863146
0.485000, 1.687985
0.486000, 1.438629
0.487000, 1.887960
0.488000, 1.345351
0.489000, -0.251362
0.490000, 1.042191
0.491000, 2.599629
0.492000, 1.866487
0.493000, 1.151452
0.494000, 0.027692
0.495000, 1.790774
0.496000, 2.980370
0.497000, 0.932008
0.498000, 1.201673
0.499000, 1.069470
0.500000, 0.676302
0.501000, 2.143835
0.502000, 1.754577
0.503000, 1.737644
0.504000, -1.038170
0.505000, 1.090405
0.506000, 0.422264
0.507000, 1.622382
0.508000, 0.587576
0.509000, 1.325361
0.510000, 1.100203
0.511000, 1.260512
0.512000, 1.211289
0.513000, 1.529380
0.514000, 1.000880
0.515000, 2.740716
0.516000, 2.786347
0.517000, 2.764863
0.518000, 1.964403
0.519000, 1.912874
0.520000, 2.265647
0.521000, 1.651835
0.522000, 1.388766
0.523000, 1.558947
0.524000, 1.441528
0.525000, 0.680920
0.526000, 1.313437
0.527000, 1.144287
0.528000, 2.148179
0.529000, 0.610940
0.530000, 1.354904
0.531000, 0.845012
0.532000, 0.639267
0.533000, 1.387790
0.534000, 1.067473
0.535000, 1.798270
0.536000, 1.725684
0.537000, 0.388989
0.538000, 0.756237
0.539000, 0.055068
0.540000, 2.155137
0.541000, 1.262833
0.542000, 1.993646
0.543000, 0.819560
0.544000, 0.126140
0.545000, 0.553876
0.546000, -1.321808
0.547000, 1.653931
0.548000, 2.148437
0.549000, 1.865473
0.550000, 1.346831
0.551000, 1.551946
0.552000, 3.248033
0.553000, 2.058075
0.554000, 1.042532
0.555000, 2.013429
0.556000, 0.037733
0.557000, 0.819481
0.558000, 2.220855
0.559000, 3.912228
0.560000, 2.256903
0.561000, 2.533426
0.562000, 1.080375
0.563000, 2.262288
0.564000, -0.336689
0.565000, 0.276370
0.566000, 1.863762
0.567000, 0.724497
0.568000, -0.740541
0.569000, 3.630767
0.570000, -0.503826
0.571000, -0.193496
0.572000, 0.787663
0.573000, -0.303016
0.574000, 1.059949
0.575000, 2.205785
0.576000, 1.173084
0.577000, 1.513679
0.578000, 0.850663
0.579000, 1.080965
0.580000, 0.879925
0.581000, 0.773657
0.582000, 1.241249
0.583000, 1.585616
0.584000, 2.628611
0.585000, -0.457459
0.586000, 1.335551
0.587000, 0.928609
0.588000, 0.688446
0.589000, 1.363030
0.590000, 0.344618
0.591000, 0.788366
0.592000, -0.819834
0.593000, 0.609623
0.594000, -0.008147
0.595000, 1.179483
0.596000, 1.211591
0.597000, -1.013290
0.598000, 1.945388
0.599000, -0.261675
0.600000, 2.290259
0.601000, 1.258138
0.602000, -0.617019
0.603000, 1.533319
0.604000, -0.142797
0.605000, 0.877169
0.606000, 1.213772
0.607000, 0.704015
0.608000, 0.601695
0.609000, 1.036670
0.610000, 1.271193
0.611000, 1.156874
0.612000, 0.852608
0.613000, 0.619904
0.614000, 0.707304
0.615000, 0.827564
0.616000, 0.007437
0.617000, 1.634545
0.618000, 1.941136
0.619000, 1.746517
0.620000, -0.690596
0.621000, 2.065985
0.622000, -0.597429
0.623000, 1.822813
0.624000, 1.598850
0.625000, 0.218095
0.626000, 1.768992
0.627000, 0.759108
0.628000, 2.073741
0.629000, 0.740786
0.630000, 0.608591
0.631000, 1.334090
0.632000, -0.132112
0.633000, 1.066234
0.634000, 0.533749
0.635000, 0.362593
0.636000, 0.791283
0.637000, 2.358564
0.638000, 0.477542
0.639000, 2.384441
0.640000, 2.881184
0.641000, -1.458407
0.642000, 0.379582
0.643000, 2.251734
0.644000, 2.060529
0.645000, 0.646149
0.646000, 0.098755
0.647000, 1.838923
0.648000, 0.179181
0.649000, 0.819985
0.650000, 0.007593
0.651000, 0.941466
0.652000, 2.253027
0.653000, 1.052094
0.654000, 1.427812
0.655000, 2.209912
0.656000, 1.113401
0.657000, 0.289250
0.658000, 0.894423
0.659000, 1.999805
0.660000, 1.334028
0.661000, 2.453259
0.662000, 0.609015
0.663000, -0.820261
0.664000, 0.277735
0.665000, 1.158519
0.666000, 0.110005
0.667000, 0.849861
0.668000, 1.192885
0.669000, 0.669226
0.670000, -1.510006
0.671000, 1.244994
0.672000, 0.570006
0.673000, 0.420286
0.674000, 1.441781
0.675000, 0.768229
0.676000, 1.440074
0.677000, -1.153140
0.678000, 1.048307
0.679000, 1.440541
0.680000, 1.765821
0.681000, -0.029919
0.682000, 2.091715
0.683000, 0.299729
0.684000, 0.347510
0.685000, 0.025402
0.686000, 1.663744
0.687000, 0.810320
0.688000, 1.415296
0.689000, 1.775050
0.690000, 1.728111
0.691000, 0.920210
0.692000, 0.819166
0.693000, 0.338724
0.694000, 2.635338
0.695000, 1.181932
0.696000, 0.638466
0.697000, 1.544174
0.698000, 1.506655
0.699000, 0.721792
0.700000, 1.440231
0.701000, 0.056891
0.702000, 0.820307
0.703000, 0.502123
0.704000, -0.695688
0.705000, 1.120166
0.706000, 0.676249
0.707000, 1.103123
0.708000, 1.139722
0.709000, -0.247020
0.710000, 2.420019
0.711000, 0.812126
0.712000, 1.679470
0.713000, 1.575894
0.714000, 0.516997
0.715000, 0.513630
0.716000, 0.155256
0.717000, -0.161039
0.718000, 0.872290
0.719000, 1.873177
0.720000, 0.433504
0.721000, 1.009709
0.722000, 0.867305
0.723000, 0.521581
0.724000, 1.428667
0.725000, 2.441569
0.726000, 0.881780
0.727000, 2.476253
0.728000, 0.635401
0.729000, 0.452616
0.730000, -0.473360
0.731000, 0.425190
0.732000, 0.717876
0.733000, 0.035769
0.734000, 0.920739
0.735000, 1.698159
0.736000, -0.764844
0.737000, 1.591408
0.738000, 3.181378
0.739000, 0.242639
0.740000, -1.314058
0.741000, 0.266688
0.742000, 2.164735
0.743000, 1.268159
0.744000, -0.280110
0.745000, -0.924226
0.746000, -0.123454
0.747000, 2.428234
0.748000, 2.328459
0.749000, -0.476184
0.750000, -0.694459
0.751000, -0.816619
0.752000, -0.270030
0.753000, 1.251421
0.754000, 1.140980
0.755000, 1.335058
0.756000, 0.784399
0.757000, 0.379497
0.758000, 1.558642
0.759000, 0.365297
0.760000, 1.178528
0.761000, 0.573109
0.762000, 0.058381
0.763000, -0.984240
0.764000, 0.211972
0.765000, -1.417732
0.766000, 0.811321
0.767000, 0.048472
0.768000, 2.849053
0.769000, 0.627098
0.770000, 1.942375
0.771000, 1.642340
0.772000, -0.129825
0.773000, 2.627792
0.774000, 0.263437
0.775000, 1.149109
0.776000, 2.001087
0.777000, 1.377834
0.778000, -0.003072
0.779000, 0.461510
0.780000, -0.201043
0.781000, 0.485892
0.782000, -0.180276
0.783000, 0.528246
0.784000, 0.740654
0.785000, 2.662422
0.786000, 1.114092
0.787000, 1.088453
0.788000, 1.600808
0.789000, -0.042580
0.790000, 1.209521
0.791000, 2.566394
0.792000, 0.210220
0.793000, 0.154445
0.794000, 0.197527
0.795000, 1.358581
0.796000, 0.994759
0.797000, -0.400441
0.798000, 0.317554
0.799000, 0.711334
0.800000, 1.451985
0.801000, -1.096406
0.802000, 0.059842
0.803000, -0.447634
0.804000, -0.213846
0.805000, 2.022368
0.806000, 1.735893
0.807000, -0.684223
0.808000, 1.795503
0.809000, 1.894521
0.810000, 1.303274
0.811000, 1.913706
0.812000, 0.166753
0.813000, 1.530839
0.814000, 2.455599
0.815000, 2.609151
0.816000, 1.576314
0.817000, 2.185447
0.818000, -0.226913
0.819000, -0.142964
0.820000, 0.703168
0.821000, 1.540663
0.822000, 0.208994
0.823000, 0.854338
0.824000, 1.602762
0.825000, -0.029973
0.826000, 1.334260
0.827000, 1.849924
0.828000, 2.285264
0.829000, 2.621594
0.830000, 2.044296
0.831000, 2.297328
0.832000, 1.088426
0.833000, 1.182715
0.834000, 1.091461
0.835000, 0.624309
0.836000, 0.299986
0.837000, 2.105422
0.838000, 3.327200
0.839000, 1.404641
0.840000, -0.542588
0.841000, 1.610046
0.842000, -0.711753
0.843000, 2.200069
0.844000, 0.506077
0.845000, -0.432782
0.846000, 2.964539
0.847000, 0.933368
0.848000, 1.002515
0.849000, 1.414422
0.850000, 0.288087
0.851000, -0.913050
0.852000, 1.008531
0.853000, 0.650259
0.854000, 1.724966
0.855000, -0.030474
0.856000, 0.610781
0.857000, 1.737578
0.858000, 0.851012
0.859000, 0.897111
0.860000, 0.907713
0.861000, 0.352576
0.862000, 0.293525
0.863000, 2.121467
0.864000, 1.027722
0.865000, 0.345232
0.866000, 0.729280
0.867000, -0.292882
0.868000, 0.936476
0.869000, -0.523021
0.870000, 0.986531
0.871000, 0.936150
0.872000, 1.158359
0.873000, 0.596103
0.874000, 0.870918
0.875000, 0.511928
0.876000, 0.142280
0.877000, 2.810105
0.878000, 2.040249
0.879000, 1.585140
0.880000, 2.675637
0.881000, 0.881799
0.882000, 0.751323
0.883000, 0.321670
0.884000, -0.158751
0.885000, 1.861319
0.886000, -0.881796
0.887000, 1.208289
0.888000, 1.027099
0.889000, 1.253731
0.890000, 0.799811
0.891000, 1.323138
0.892000, 0.229049
0.893000, -0.056926
0.894000, 0.382135
0.895000, 0.711718
0.896000, 1.752736
0.897000, 0.493855
0.898000, 2.005031
0.899000, 0.753042
0.900000, 0.030611
0.901000, 0.309688
0.902000, 0.666508
0.903000, 2.937651
0.904000, 0.865766
0.905000, 1.731219
0.906000, -0.252354
0.907000, 1.517786
0.908000, 0.562420
0.909000, -0.526436
0.910000, -0.244963
0.911000, 1.740008
0.912000, 1.373987
0.913000, -0.050589
0.914000, -0.113861
0.915000, 0.714499
0.916000, 0.254323
0.917000, 2.043250
0.918000, 0.673681
0.919000, -0.294976
0.920000, 1.680822
0.921000, 3.404297
0.922000, 0.719702
0.923000, 1.393475
0.924000, 1.042370
0.925000, 1.105804
0.926000, 0.388779
0.927000, 0.315345
0.928000, 0.060942
0.929000, 0.008026
0.930000, 1.104014
0.931000, 0.309665
0.932000, -1.252726
0.933000, 1.502301
0.934000, -0.107285
0.935000, 0.321316
0.936000, 0.844815
0.937000, 1.430117
0.938000, -0.691060
0.939000, -0.113453
0.940000, 0.648322
0.941000, -0.148783
0.942000, -0.083356
0.943000, 0.670012
0.944000, -1.261807
0.945000, -0.051570
0.946000, 3.403921
0.947000, 1.077900
0.948000, 1.117442
0.949000, -0.519275
0.950000, -0.628723
0.951000, 0.931133
0.952000, 1.465842
0.953000, 0.587817
0.954000, 0.649092
0.955000, 0.615612
0.956000, -0.542909
0.957000, -0.351213
0.958000, 0.365474
0.959000, 0.718813
0.960000, 0.979387
0.961000, -0.238342
0.962000, 1.810821
0.963000, 1.367660
0.964000, 0.354004
0.965000, 2.130142
0.966000, 0.624141
0.967000, 1.152316
0.968000, 0.852716
0.969000, 2.436908
0.970000, 0.738344
0.971000, -0.045654
0.972000, 1.720683
0.973000, -0.212243
0.974000, 0.245288
0.975000, 0.948167
0.976000, -0.173119
0.977000, 1.272574
0.978000, 1.297051
0.979000, 2.164827
0.980000, 0.206166
0.981000, -0.224508
0.982000, 1.954054
0.983000, 3.198336
0.984000, 0.064354
0.985000, -0.875772
0.986000, 2.001213
0.987000, 0.357485
0.988000, 0.656155
0.989000, -0.622739
0.990000, -0.930177
0.991000, 0.110588
0.992000, 2.194143
0.993000, 1.332994
0.994000, 1.249095
0.995000, -0.536589
0.996000, 0.786076
0.997000, 1.206213
0.998000, -0.149864
0.999000, 1.181758
1.000000, 0.551391
1.001000, 2.126548
1.002000, 3.195652
1.003000, 0.326152
1.004000, 2.070876
1.005000, 0.271476
1.006000, 1.661079
1.007000, -0.982771
1.008000, 0.573977
1.009000, 0.678954
1.010000, 0.672387
1.011000, 0.221627
1.012000, 0.566662
1.013000, 0.571090
1.014000, 0.157894
1.015000, 1.943110
1.016000, 0.547306
1.017000, 2.320721
1.018000, 3.043576
1.019000, 1.229705
1.020000, -0.315532
1.021000, 0.978864
1.022000, 0.526394
1.023000, 1.959619
1.024000, 1.327180
1.025000, -0.606363
1.026000, -1.464187
1.027000, 0.482218
1.028000, -0.625286
1.029000, 1.974321
1.030000, 0.465494
1.031000, -0.850514
1.032000, -1.939331
1.033000, -0.051273
1.034000, -0.565473
1.035000, 0.557946
1.036000, 1.276168
1.037000, -0.036347
1.038000, -0.981977
1.039000, 0.153356
1.040000, 0.598733
1.041000, 0.654631
1.042000, 0.047561
1.043000, 0.214807
1.044000, 2.181376
1.045000, 0.971675
1.046000, 2.023905
1.047000, 1.256475
1.048000, 0.815109
1.049000, 1.601598
1.050000, 1.116442
1.051000, -0.874957
1.052000, -0.251373
1.053000, 1.225477
1.054000, -0.552228
1.055000, 0.766721
1.056000, -0.156541
1.057000, 0.039534
1.058000, 1.832061
1.059000, 1.593471
1.060000, 1.117621
1.061000, 0.105937
1.062000, 2.058643
1.063000, 0.161053
1.064000, -1.014731
1.065000, 0.943875
1.066000, -0.124119
1.067000, 0.578843
1.068000, -0.211502
1.069000, 0.822369
1.070000, 1.440361
1.071000, 2.480998
1.072000, 0.095362
1.073000, -0.510671
1.074000, -1.601408
1.075000, 0.668451
1.076000, 1.817958
1.077000, -1.537936
1.078000, 0.050384
1.079000, 0.723529
1.080000, 1.125741
1.081000, 1.670705
1.082000, 1.520254
1.083000, 2.307384
1.084000, 0.620888
1.085000, 0.587746
1.086000, 1.156278
1.087000, 0.279139
1.088000, 0.844209
1.089000, 0.323349
1.090000, 0.471422
1.091000, -0.356248
1.092000, 2.126869
1.093000, -0.067096
1.094000, 0.311306
1.095000, 0.371134
1.096000, 1.712660
1.097000, -0.988341
1.098000, 1.636058
1.099000, -0.422387
1.100000, -1.191088
1.101000, 0.272793
1.102000, 1.372165
1.103000, 1.315499
1.104000, -0.915376
1.105000, -0.367733
1.106000, 1.388100
1.107000, -0.111789
1.108000, 0.993018
1.109000, -1.779983
1.110000, 0.551002
1.111000, 1.479869
1.112000, 1.232610
1.113000, -0.769200
1.114000, 1.225437
1.115000, 1.376890
1.116000, -0.492904
1.117000, -0.672273
1.118000, -1.559343
1.119000, 1.032550
1.120000, 0.299332
1.121000, 1.304922
1.122000, -0.437830
1.123000, -2.075761
1.124000, -1.172210
1.125000, 0.444906
1.126000, 2.216469
1.127000, 0.662234
1.128000, 0.331315
1.129000, 2.482213
1.130000, 3.106748
1.131000, 2.245852
1.132000, 0.212712
1.133000, -0.219270
1.134000, 0.140852
1.135000, 0.978286
1.136000, 0.891043
1.137000, 1.629252
1.138000, 1.240256
1.139000, 0.418193
1.140000, -1.286317
1.141000, 0.475272
1.142000, 1.288221
1.143000, -0.247043
1.144000, -0.004828
1.145000, -1.535540
1.146000, -0.357844
1.147000, -0.501066
1.148000, -1.009689
1.149000, 2.191837
1.150000, -0.911727
1.151000, 0.302609
1.152000, -0.210996
1.153000, -0.220028
1.154000, -0.159529
1.155000, 0.479531
1.156000, -0.073671
1.157000, 0.940741
1.158000, 0.980668
1.159000, 0.259616
1.160000, 0.963190
1.161000, -0.436118
1.162000, 0.075376
1.163000, 1.803780
1.164000, 1.335859
1.165000, 0.745710
1.166000, 3.094622
1.167000, 1.328767
1.168000, -0.239084
1.169000, 1.496652
1.170000, 0.778624
1.171000, 1.008676
1.172000, 0.440160
1.173000, 1.182646
1.174000, -0.060198
1.175000, 0.234753
1.176000, 0.025017
1.177000, 1.088498
1.178000, 1.049784
1.179000, 0.358470
1.180000, 1.058660
1.181000, -1.168840
1.182000, -0.128800
1.183000, 1.621004
1.184000, -0.265988
1.185000, 0.545464
1.186000, -0.700477
1.187000, 0.963076
1.188000, 0.407360
1.189000, 0.204826
1.190000, -0.218817
1.191000, 1.505255
1.192000, -0.440296
1.193000, -1.284775
1.194000, -0.947159
1.195000, 0.810405
1.196000, 0.480497
1.197000, 0.301119
1.198000, 0.954239
1.199000, 0.326444
1.200000, -0.050485
1.201000, 1.070144
1.202000, 0.102499
1.203000, 0.513316
1.204000, 2.174255
1.205000, 2.214808
1.206000, 1.715118
1.207000, 0.041692
1.208000, -0.249289
1.209000, 0.970995
1.210000, 1.714341
1.211000, 1.305218
1.212000, 0.033580
1.213000, 1.262460
1.214000, 1.027917
1.215000, -0.114544
1.216000, 2.508833
1.217000, -0.028938
1.218000, -2.151721
1.219000, 1.747221
1.220000, 1.832407
1.221000, 1.943695
1.222000, 1.456423
1.223000, -0.418218
1.224000, -0.799066
1.225000, 1.563973
1.226000, -0.386322
1.227000, -0.246730
1.228000, -0.485663
1.229000, 0.352111
1.230000, 1.938539
1.231000, 0.497040
1.232000, 2.330873
1.233000, 2.030566
1.234000, -0.140493
1.235000, 0.095432
1.236000, 0.518113
1.237000, -0.006991
1.238000, 0.619116
1.239000, 2.140207
1.240000, 0.301620
1.241000, 1.198510
1.242000, 0.878233
1.243000, 0.501441
1.244000, 0.058633
1.245000, 1.265362
1.246000, 0.901972
1.247000, 0.021991
1.248000, 0.139979
1.249000, 0.297866
1.250000, 2.030191
1.251000, 1.507087
1.252000, 1.616067
1.253000, 1.248780
1.254000, 0.658818
1.255000, 0.709611
1.256000, 1.367865
1.257000, 3.546262
1.258000, 0.479951
1.259000, 1.949874
1.260000, 0.519393
1.261000, 1.128771
1.262000, 0.553216
1.263000, -1.034800
1.264000, 0.041862
1.265000, 0.921905
1.266000, -1.400942
1.267000, 0.285205
1.268000, -0.104211
1.269000, 0.526793
1.270000, 0.078401
