# t (s), V (Volts)
0.398000, 2.035242
0.399000, 1.087583
0.400000, 0.078466
0.401000, 0.622676
0.402000, -0.198851
0.403000, 2.675071
0.404000, 1.116354
0.405000, 2.360894
0.406000, 1.157622
0.407000, -0.364710
0.408000, 1.045665
0.409000, -0.799993
0.410000, 0.277314
0.411000, 0.602946
0.412000, 2.687808
0.413000, 1.573225
0.414000, -0.977874
0.415000, 1.144421
0.416000, 1.628255
0.417000, 0.918259
0.418000, 2.572973
0.419000, 0.042127
0.420000, 2.632682
0.421000, 1.782919
0.422000, 2.431246
0.423000, 1.126136
0.424000, 1.880172
0.425000, 0.266947
0.426000, 0.618696
0.427000, 1.436941
0.428000, 1.687527
0.429000, 1.977194
0.430000, 0.684990
0.431000, 0.724206
0.432000, 1.755976
0.433000, 0.731474
0.434000, 0.650150
0.435000, 0.253695
0.436000, 0.283301
0.437000, 2.368698
0.438000, 2.462349
0.439000, 1.543877
0.440000, 1.385079
0.441000, 1.573491
0.442000, 1.183261
0.443000, 1.429646
0.444000, 0.260825
0.445000, 1.789178
0.446000, 1.424265
0.447000, 0.716631
0.448000, 1.184413
0.449000, 2.086214
0.450000, 1.101257
0.451000, 3.007824
0.452000, 1.111845
0.453000, 1.367297
0.454000, 1.065010
0.455000, 1.169564
0.456000, 0.940492
0.457000, 1.940422
0.458000, 0.975123
0.459000, 1.258795
0.460000, 1.067644
0.461000, 2.168206
0.462000, 1.063110
0.463000, 0.190150
0.464000, -0.384892
0.465000, 1.746908
0.466000, 0.772288
0.467000, 0.478840
0.468000, 1.631297
0.469000, 1.829778
0.470000, 1.807130
0.471000, 1.209379
0.472000, 3.301966
0.473000, 3.050589
0.474000, 1.723532
0.475000, 0.928715
0.476000, 0.281437
0.477000, 2.535187
0.478000, 2.453360
0.479000, 2.045925
0.480000, 3.329396
0.481000, -1.538362
0.482000, 1.795119
0.483000, 0.323852
0.484000, 0.284465
0.485000, 1.177074
0.486000, 1.302615
0.487000, 3.099843
0.488000, 0.544560
0.489000, 0.370203
0.490000, -0.520580
0.491000, 0.943528
0.492000, -0.034862
0.493000, 0.035969
0.494000, 0.435407
0.495000, 1.298881
0.496000, 0.702037
0.497000, 0.564517
0.498000, 1.778431
0.499000, 1.313507
0.500000, 1.995560
0.501000, 1.745710
0.502000, 1.603235
0.503000, 1.987581
0.504000, 0.139076
0.505000, -0.357750
0.506000, 0.933601
0.507000, -0.177661
0.508000, 1.527953
0.509000, 0.985716
0.510000, 1.489292
0.511000, 3.004458
0.512000, 2.356564
0.513000, 0.437469
0.514000, 2.268895
0.515000, 1.266421
0.516000, 1.330402
0.517000, 0.608560
0.518000, 1.128602
0.519000, 1.212091
0.520000, 2.731416
0.521000, 2.541666
0.522000, 2.590749
0.523000, 1.636571
0.524000, 1.054885
0.525000, 0.819875
0.526000, 1.310442
0.527000, 1.760037
0.528000, 1.742229
0.529000, 1.335173
0.530000, 2.100821
0.531000, -0.029699
0.532000, 2.560057
0.533000, 0.783086
0.534000, 0.297192
0.535000, -0.307882
0.536000, 1.238314
0.537000, 0.059958
0.538000, 0.240224
0.539000, 1.608760
0.540000, 0.250419
0.541000, 2.848040
0.542000, -0.246185
0.543000, 1.235603
0.544000, 2.930811
0.545000, 1.203934
0.546000, 2.483742
0.547000, 1.623673
0.548000, 1.076264
0.549000, 1.420833
0.550000, 1.765722
0.551000, -0.026037
0.552000, 1.839480
0.553000, 0.928772
0.554000, 0.081368
0.555000, 2.875021
0.556000, 1.896194
0.557000, 1.743971
0.558000, 1.099154
0.559000, 1.045016
0.560000, 1.168147
0.561000, 1.978686
0.562000, 0.488885
0.563000, -0.243264
0.564000, -0.770802
0.565000, 1.620514
0.566000, 2.925296
0.567000, 0.501017
0.568000, -0.478631
0.569000, 1.637039
0.570000, -0.743509
0.571000, -0.921862
0.572000, -0.282356
0.573000, -0.613066
0.574000, 0.438277
0.575000, 1.782036
0.576000, 1.587321
0.577000, -0.233605
0.578000, -0.591831
0.579000, 2.260368
0.580000, 0.138530
0.581000, 0.892945
0.582000, 0.360253
0.583000, 1.941664
0.584000, 1.535710
0.585000, 1.509964
0.586000, 0.561504
0.587000, -0.616643
0.588000, 0.190361
0.589000, -0.292994
0.590000, 2.970117
0.591000, 1.024639
0.592000, 0.367454
0.593000, -0.435742
0.594000, -0.500863
0.595000, 1.400322
0.596000, 1.660599
0.597000, 3.435126
0.598000, 2.395900
0.599000, -0.920571
0.600000, 0.751789
0.601000, 0.285221
0.602000, 1.571953
0.603000, 0.411213
0.604000, 2.573355
0.605000, 0.482725
0.606000, 1.893127
0.607000, 2.405822
0.608000, 3.959324
0.609000, 1.682480
0.610000, 0.677119
0.611000, 0.522770
0.612000, -0.378694
0.613000, 1.643167
0.614000, 1.474631
0.615000, 2.274028
0.616000, 0.973354
0.617000, 1.598757
0.618000, 1.260723
0.619000, 0.784289
0.620000, 0.176916
0.621000, 0.599396
0.622000, 3.076213
0.623000, 2.214554
0.624000, -0.831813
0.625000, -0.010977
0.626000, 0.893950
0.627000, -1.012442
0.628000, 0.429260
0.629000, 1.429726
0.630000, 2.228806
0.631000, 0.316162
0.632000, 0.227966
0.633000, -0.138034
0.634000, 1.732713
0.635000, 1.172614
0.636000, -0.154055
0.637000, 4.403927
0.638000, 1.896898
0.639000, 3.445893
0.640000, 0.861330
0.641000, 0.844919
0.642000, -0.324991
0.643000, 1.099482
0.644000, 1.414197
0.645000, 0.658788
0.646000, -0.237929
0.647000, 0.227767
0.648000, 1.179159
0.649000, 1.250137
0.650000, 0.616588
0.651000, 0.319762
0.652000, 1.551123
0.653000, 0.888164
0.654000, 0.932657
0.655000, -0.717970
0.656000, 1.090154
0.657000, 0.426512
0.658000, 0.508844
0.659000, 0.809985
0.660000, 2.725959
0.661000, 2.393406
0.662000, 1.515637
0.663000, 2.324677
0.664000, 0.820329
0.665000, 0.109557
0.666000, 0.849822
0.667000, 0.244270
0.668000, 1.217826
0.669000, 1.997224
0.670000, 0.152992
0.671000, -0.833108
0.672000, 0.683953
0.673000, 3.598083
0.674000, 2.009401
0.675000, -1.093348
0.676000, 2.045883
0.677000, 2.766792
0.678000, 1.239358
0.679000, 0.080324
0.680000, 2.492905
0.681000, 1.239842
0.682000, 0.174370
0.683000, 1.737952
0.684000, 0.699759
0.685000, 2.170316
0.686000, 0.864344
0.687000, 0.529741
0.688000, -0.039508
0.689000, 0.828514
0.690000, -0.342263
0.691000, -0.638841
0.692000, 0.509453
0.693000, -1.371194
0.694000, 1.582197
0.695000, -1.101701
0.696000, -0.259916
0.697000, 2.392117
0.698000, -0.420910
0.699000, 1.914819
0.700000, 0.404216
0.701000, 0.407840
0.702000, 0.856694
0.703000, 2.618618
0.704000, 2.034434
0.705000, 0.400396
0.706000, 1.857975
0.707000, 0.515191
0.708000, 0.704239
0.709000, 0.788191
0.710000, 1.509681
0.711000, 1.647429
0.712000, 1.390400
0.713000, 0.801810
0.714000, 0.861344
0.715000, -0.148687
0.716000, 1.045482
0.717000, 0.280639
0.718000, 1.724905
0.719000, 1.281959
0.720000, 1.866900
0.721000, 2.040455
0.722000, 1.970708
0.723000, 1.224538
0.724000, 1.612416
0.725000, -0.779693
0.726000, 1.879238
0.727000, -0.357461
0.728000, 0.465076
0.729000, 0.973197
0.730000, 0.258987
0.731000, 2.234064
0.732000, -1.317289
0.733000, 1.521349
0.734000, -0.585089
0.735000, 1.235272
0.736000, 0.350414
0.737000, 0.013202
0.738000, 0.908196
0.739000, 0.712887
0.740000, 3.141907
0.741000, 1.940562
0.742000, -0.214288
0.743000, 1.694552
0.744000, 2.451432
0.745000, 0.748203
0.746000, 1.995706
0.747000, -0.272154
0.748000, 1.996201
0.749000, 0.116252
0.750000, 0.629035
0.751000, 2.950744
0.752000, -0.393388
0.753000, 0.551437
0.754000, 0.726321
0.755000, 1.847954
0.756000, 1.873033
0.757000, 3.091608
0.758000, 0.164670
0.759000, 1.350198
0.760000, 0.032456
0.761000, 0.874770
0.762000, 0.082150
0.763000, 1.698357
0.764000, 1.360885
0.765000, -0.093433
0.766000, 2.307226
0.767000, 1.227919
0.768000, 1.205961
0.769000, 0.383677
0.770000, 1.784216
0.771000, -0.658220
0.772000, 0.794564
0.773000, 1.025191
0.774000, 1.847159
0.775000, 1.311215
0.776000, 2.444056
0.777000, 0.636186
0.778000, 1.479593
0.779000, 1.426217
0.780000, -1.605994
0.781000, 0.587978
0.782000, -0.187625
0.783000, 1.111683
0.784000, 1.744949
0.785000, 2.442425
0.786000, 2.888338
0.787000, 0.094170
0.788000, 0.701590
0.789000, 1.250707
0.790000, 1.825829
0.791000, 3.023118
0.792000, 1.288206
0.793000, 1.950344
0.794000, 0.472690
0.795000, 2.474271
0.796000, 0.152813
0.797000, 0.664382
0.798000, 1.273572
0.799000, 1.555953
0.800000, 0.929805
0.801000, 1.108356
0.802000, 0.416171
0.803000, 1.340738
0.804000, -1.408566
0.805000, 1.561057
0.806000, 0.870944
0.807000, 0.091398
0.808000, 1.261398
0.809000, 1.402954
0.810000, 0.366081
0.811000, 0.564022
0.812000, 0.577141
0.813000, 1.586502
0.814000, 2.077470
0.815000, 0.924009
0.816000, 2.229649
0.817000, 1.723274
0.818000, -1.274670
0.819000, 1.406254
0.820000, 0.542036
0.821000, 0.170522
0.822000, -0.293698
0.823000, 0.903407
0.824000, -0.205293
0.825000, 1.212962
0.826000, 1.236333
0.827000, 1.432520
0.828000, 2.166072
0.829000, 1.980063
0.830000, 1.079217
0.831000, 2.141954
0.832000, 1.656040
0.833000, 0.072831
0.834000, 0.124111
0.835000, -0.939216
0.836000, 1.024429
0.837000, 1.090902
0.838000, 3.072048
0.839000, 0.750158
0.840000, 0.767765
0.841000, 0.082422
0.842000, 1.485041
0.843000, -0.381992
0.844000, 0.228972
0.845000, 2.531305
0.846000, 3.233358
0.847000, -0.079118
0.848000, 1.551414
0.849000, 2.301695
0.850000, 0.486312
0.851000, 0.990932
0.852000, 3.176777
0.853000, 0.549130
0.854000, -0.011475
0.855000, 0.293829
0.856000, 0.686170
0.857000, -0.344207
0.858000, 0.282105
0.859000, 0.948515
0.860000, 0.968294
0.861000, 1.035840
0.862000, -0.193691
0.863000, 1.099195
0.864000, 1.279974
0.865000, 2.061184
0.866000, 2.072415
0.867000, 0.295723
0.868000, -0.615695
0.869000, 0.605811
0.870000, -0.550003
0.871000, 2.708619
0.872000, 2.861430
0.873000, 0.086070
0.874000, 0.740174
0.875000, 2.821432
0.876000, -0.180832
0.877000, -0.175189
0.878000, 2.132264
0.879000, 0.868773
0.880000, -0.894217
0.881000, 1.025692
0.882000, 2.121246
0.883000, 0.287025
0.884000, 2.320364
0.885000, -0.139772
0.886000, 1.790555
0.887000, 1.877277
0.888000, 0.584777
0.889000, 3.196392
0.890000, 0.698187
0.891000, 0.384928
0.892000, 0.851171
0.893000, 1.556819
0.894000, 1.851244
0.895000, 0.075222
0.896000, 0.693361
0.897000, 0.246447
0.898000, 1.947327
0.899000, 1.612407
0.900000, 1.319717
0.901000, 0.065477
0.902000, 3.953006
0.903000, 0.207701
0.904000, 1.824404
0.905000, 0.697110
0.906000, 0.874551
0.907000, 1.707966
0.908000, 1.662595
0.909000, 1.433518
0.910000, 0.714511
0.911000, 1.486490
0.912000, -1.032391
0.913000, 0.061111
0.914000, 1.069303
0.915000, -0.066391
0.916000, 0.861634
0.917000, 0.053577
0.918000, -0.588964
0.919000, 0.810482
0.920000, 1.456058
0.921000, 2.533905
0.922000, 1.407019
0.923000, 1.395572
0.924000, 1.430594
0.925000, 1.054741
0.926000, 0.215149
0.927000, 1.225080
0.928000, 1.092857
0.929000, 3.971397
0.930000, 1.632249
0.931000, 0.665962
0.932000, 1.012279
0.933000, 1.927156
0.934000, -0.263151
0.935000, 0.690342
0.936000, 1.596186
0.937000, 0.082755
0.938000, -0.161361
0.939000, 0.523276
0.940000, 0.649868
0.941000, 0.209997
0.942000, 1.534637
0.943000, -0.552285
0.944000, 1.984008
0.945000, 1.442175
0.946000, -0.063040
0.947000, 1.725783
0.948000, 0.125053
0.949000, 1.804448
0.950000, 2.719554
0.951000, 1.733225
0.952000, 0.505422
0.953000, -0.844049
0.954000, 1.743910
0.955000, 2.990567
0.956000, 0.166838
0.957000, 1.140925
0.958000, 0.188044
0.959000, 1.891226
0.960000, 1.032968
0.961000, 1.542378
0.962000, 0.371038
0.963000, 0.008388
0.964000, 0.754928
0.965000, -2.035930
0.966000, 0.056911
0.967000, 0.389244
0.968000, 1.916259
0.969000, 0.016260
0.970000, 1.288151
0.971000, -0.754390
0.972000, -0.037965
0.973000, 0.801852
0.974000, 2.867043
0.975000, 1.291949
0.976000, 1.105573
0.977000, 1.639429
0.978000, 0.977936
0.979000, -1.036980
0.980000, 1.347411
0.981000, 2.372726
0.982000, 0.100400
0.983000, 0.483499
0.984000, 0.602329
0.985000, 0.357979
0.986000, 0.767335
0.987000, 2.015120
0.988000, -0.592315
0.989000, 0.147004
0.990000, 1.313978
0.991000, -0.440537
0.992000, 1.687185
0.993000, 2.259578
0.994000, 2.011724
0.995000, -0.336898
0.996000, -1.236601
0.997000, 1.082769
0.998000, -0.197102
0.999000, 1.403033
1.000000, 2.190999
1.001000, -0.550986
1.002000, -0.275769
1.003000, 2.425994
1.004000, 1.386689
1.005000, 0.842217
1.006000, 2.538422
1.007000, 0.466911
1.008000, 1.502315
1.009000, -0.870627
1.010000, 0.641483
1.011000, 1.524599
1.012000, 2.398931
1.013000, 2.339357
1.014000, 0.576532
1.015000, 3.144159
1.016000, 1.721202
1.017000, 0.974595
1.018000, 1.985587
1.019000, 0.411134
1.020000, 1.579548
1.021000, -0.320658
1.022000, 1.478335
1.023000, 0.611699
1.024000, 2.616716
1.025000, 1.594039
1.026000, 1.080888
1.027000, -0.504643
1.028000, 0.696662
1.029000, 2.161149
1.030000, 1.899438
1.031000, 1.384483
1.032000, 0.831915
1.033000, 0.306822
1.034000, 1.431262
1.035000, 1.717353
1.036000, 0.080499
1.037000, 1.416282
1.038000, 1.106801
1.039000, -1.605322
1.040000, 1.409824
1.041000, 2.724798
1.042000, 1.285647
1.043000, 2.597859
1.044000, -0.192836
1.045000, 0.915820
1.046000, 0.401895
1.047000, 1.057226
1.048000, 0.951280
1.049000, 0.014903
1.050000, 1.290031
1.051000, 1.458212
1.052000, 0.741044
1.053000, 1.286923
1.054000, 0.848217
1.055000, 0.292386
1.056000, 1.105136
1.057000, 0.165300
1.058000, 0.537384
1.059000, 0.886981
1.060000, 1.093557
1.061000, 0.550003
1.062000, -0.127328
1.063000, 1.538010
1.064000, 1.057745
1.065000, 0.516326
1.066000, 2.064473
1.067000, -0.488723
1.068000, 0.062988
1.069000, 0.989308
1.070000, -0.215608
1.071000, 1.422169
1.072000, -0.847049
1.073000, 0.077377
1.074000, 3.041760
1.075000, 0.795366
1.076000, 0.511190
1.077000, 0.341215
1.078000, 2.921976
1.079000, 0.738749
1.080000, -0.326146
1.081000, 1.951346
1.082000, 1.013404
1.083000, 1.510459
1.084000, 1.740937
1.085000, 0.699778
1.086000, 1.445276
1.087000, 0.869586
1.088000, 0.906445
1.089000, 1.957824
1.090000, 0.118731
1.091000, 1.068537
1.092000, 0.553296
1.093000, 1.479596
1.094000, 0.226133
1.095000, -1.008803
1.096000, -0.537854
1.097000, 0.945540
1.098000, 0.354274
1.099000, -0.478391
1.100000, 1.633013
1.101000, 2.645578
1.102000, 0.060148
1.103000, 2.460415
1.104000, 0.115803
1.105000, 0.462530
1.106000, 1.921545
1.107000, 1.691318
1.108000, -0.032349
1.109000, 2.313894
1.110000, 1.325212
1.111000, -0.500941
1.112000, 1.025727
1.113000, -0.492776
1.114000, 0.027637
1.115000, 1.084678
1.116000, -0.113574
1.117000, -1.798770
1.118000, 1.799787
1.119000, 1.157600
1.120000, 2.053282
1.121000, 3.336207
1.122000, 0.337127
1.123000, 0.912129
1.124000, 2.796015
1.125000, 0.551630
1.126000, 1.028903
1.127000, 0.735062
1.128000, 0.432683
1.129000, 1.743764
1.130000, 1.281751
1.131000, -0.029767
1.132000, 1.819943
1.133000, 0.773781
1.134000, 1.334195
1.135000, 2.685634
1.136000, -0.342983
1.137000, 1.216975
1.138000, 1.694392
1.139000, 0.712818
1.140000, -0.736641
1.141000, 1.490553
1.142000, 1.410529
1.143000, 1.243873
1.144000, 0.457892
1.145000, 1.240209
1.146000, 2.395098
1.147000, 0.975294
1.148000, 0.650029
1.149000, 1.771363
1.150000, 1.338298
1.151000, -0.383653
1.152000, 0.051472
1.153000, 0.041845
1.154000, -0.847564
1.155000, 0.753398
1.156000, 0.975326
1.157000, 0.525734
1.158000, 1.967877
1.159000, 1.575029
1.160000, 1.401978
1.161000, 1.633386
1.162000, 0.632866
1.163000, 1.867707
1.164000, 0.513881
1.165000, 2.132183
1.166000, 0.833183
1.167000, -0.767922
1.168000, 1.262301
1.169000, 0.872579
1.170000, 2.064494
1.171000, 1.842950
1.172000, 1.029230
1.173000, 0.849694
1.174000, 2.317944
1.175000, 0.862230
1.176000, 1.070494
1.177000, 1.004024
1.178000, 1.841372
1.179000, 2.069386
1.180000, 0.058883
1.181000, -0.791221
1.182000, 1.335279
1.183000, 1.048144
1.184000, 0.785945
1.185000, 2.406693
1.186000, 1.174334
1.187000, 2.332504
1.188000, 0.718586
1.189000, 1.461522
1.190000, 4.384730
1.191000, 1.030449
1.192000, 0.206324
1.193000, 0.324336
1.194000, -0.204745
1.195000, -0.070019
1.196000, 2.793042
1.197000, 0.668483
1.198000, 0.195807
1.199000, 1.144429
1.200000, 0.881888
1.201000, 1.601833
1.202000, 0.158436
1.203000, 1.822742
1.204000, 1.536610
1.205000, 1.126592
1.206000, 1.246959
1.207000, 0.727844
1.208000, 0.715621
1.209000, 0.312441
1.210000, 1.907710
1.211000, 0.825617
1.212000, 0.950445
1.213000, 2.814612
1.214000, 0.770778
1.215000, 2.161713
1.216000, 2.930999
1.217000, 1.152947
1.218000, 2.301478
1.219000, 2.083429
1.220000, 2.446413
1.221000, 0.916766
1.222000, 0.536531
1.223000, 0.107428
1.224000, 2.156163
1.225000, 1.411186
1.226000, 0.034977
1.227000, 0.503866
1.228000, 1.213042
1.229000, -0.567834
1.230000, 0.393124
1.231000, -0.149004
1.232000, 1.683408
1.233000, -0.683315
1.234000, 0.799817
1.235000, 1.066405
1.236000, 0.674893
1.237000, 0.693554
1.238000, 1.195032
1.239000, 2.494703
1.240000, -0.561445
1.241000, 2.457236
1.242000, 2.088280
1.243000, 0.455317
1.244000, 1.043161
1.245000, 0.805098
1.246000, 0.508291
1.247000, 0.945353
1.248000, 1.522603
1.249000, 0.664397
1.250000, 2.284886
1.251000, -0.373931
1.252000, 1.610325
1.253000, 2.910308
1.254000, 1.952578
1.255000, 0.719346
1.256000, 2.049889
1.257000, 0.510044
1.258000, -0.154323
1.259000, 1.998751
1.260000, 1.011307
1.261000, 1.613559
1.262000, 0.345819
1.263000, 0.037101
1.264000, 1.220588
1.265000, 0.207241
1.266000, 0.933567
1.267000, 1.704714
1.268000, -0.502972
1.269000, 1.514792
1.270000, 0.612732
