# t (s), V (Volts)
0.213000, 2.020489
0.214000, -0.086259
0.215000, 0.649078
0.216000, 0.689881
0.217000, 0.196347
0.218000, 1.469217
0.219000, 0.620875
0.220000, 1.372010
0.221000, -0.631837
0.222000, 2.120685
0.223000, 1.225240
0.224000, 0.955701
0.225000, -0.149062
0.226000, -0.575883
0.227000, 0.613177
0.228000, -0.018025
0.229000, 0.944455
0.230000, 0.878723
0.231000, 1.720439
0.232000, 0.793000
0.233000, 0.806060
0.234000, -0.326455
0.235000, -0.823301
0.236000, 1.865199
0.237000, 1.907770
0.238000, 2.220515
0.239000, 1.573605
0.240000, 1.015264
0.241000, 1.626014
0.242000, 0.446642
0.243000, 0.711866
0.244000, 0.754916
0.245000, -0.418840
0.246000, 0.284873
0.247000, -0.393213
0.248000, 1.064854
0.249000, 0.814661
0.250000, 1.767319
0.251000, 0.376155
0.252000, -0.040222
0.253000, 0.763825
0.254000, 1.747352
0.255000, 0.256082
0.256000, 1.776411
0.257000, 2.148989
0.258000, 0.429918
0.259000, 1.075270
0.260000, 2.960573
0.261000, 0.152028
0.262000, 0.251475
0.263000, 0.098333
0.264000, 0.194474
0.265000, -0.608904
0.266000, 1.390663
0.267000, -0.086785
0.268000, -0.946187
0.269000, 1.451032
0.270000, 1.252709
0.271000, 0.971119
0.272000, 1.440812
0.273000, 2.025187
0.274000, -0.068183
0.275000, 1.155240
0.276000, 1.906185
0.277000, 1.019709
0.278000, 1.372645
0.279000, 0.291615
0.280000, 0.301655
0.281000, -0.170071
0.282000, 0.819747
0.283000, -0.129615
0.284000, 0.955176
0.285000, 0.717362
0.286000, -0.242199
0.287000, 2.744985
0.288000, 1.360558
0.289000, 0.728151
0.290000, 1.997620
0.291000, 0.581499
0.292000, 2.603598
0.293000, 0.908211
0.294000, 1.621251
0.295000, 1.998866
0.296000, 0.143857
0.297000, 0.442122
0.298000, 2.445669
0.299000, 0.910828
0.300000, 1.686141
0.301000, -1.706910
0.302000, -0.548650
0.303000, 2.015869
0.304000, 1.474872
0.305000, 1.192160
0.306000, 1.303199
0.307000, 1.163110
0.308000, 2.354935
0.309000, 0.163801
0.310000, -0.063931
0.311000, 1.110096
0.312000, -0.263285
0.313000, 0.593060
0.314000, 0.346380
0.315000, 1.242253
0.316000, 0.558577
0.317000, 0.593074
0.318000, 0.584433
0.319000, -0.577494
0.320000, 1.636559
0.321000, 2.035706
0.322000, 1.011844
0.323000, 0.730449
0.324000, -0.219803
0.325000, 1.397183
0.326000, 1.357333
0.327000, 1.299699
0.328000, 0.410855
0.329000, -1.198580
0.330000, -0.185821
0.331000, 1.411109
0.332000, 0.609496
0.333000, 1.210408
0.334000, 1.735816
0.335000, 2.917452
0.336000, 2.611375
0.337000, 0.605596
0.338000, 1.167726
0.339000, 0.698154
0.340000, 0.958271
0.341000, 1.541637
0.342000, 0.857022
0.343000, 0.758789
0.344000, 1.889267
0.345000, -0.108061
0.346000, 1.002595
0.347000, 1.637014
0.348000, -1.088850
0.349000, 2.664303
0.350000, 0.227835
0.351000, 0.534658
0.352000, 0.581594
0.353000, -0.127714
0.354000, 1.138394
0.355000, 2.450350
0.356000, 0.376614
0.357000, 2.225516
0.358000, 0.235838
0.359000, 0.822621
0.360000, 2.245025
0.361000, -0.180131
0.362000, 1.149532
0.363000, 0.916163
0.364000, 1.548568
0.365000, 1.677351
0.366000, 0.740592
0.367000, 0.497466
0.368000, 1.240669
0.369000, 0.406586
0.370000, 1.130899
0.371000, -0.278936
0.372000, -1.224251
0.373000, 1.181062
0.374000, 2.721589
0.375000, 0.662182
0.376000, 0.191374
0.377000, 0.762693
0.378000, 0.881292
0.379000, 1.902040
0.380000, 0.279914
0.381000, 0.808047
0.382000, 1.818836
0.383000, 1.359249
0.384000, 0.388666
0.385000, 0.079546
0.386000, 1.619472
0.387000, 0.333769
0.388000, 1.093380
0.389000, 1.292553
0.390000, -1.158185
0.391000, 2.061610
0.392000, 0.490845
0.393000, 1.003216
0.394000, 0.785026
0.395000, 2.229254
0.396000, 0.647331
0.397000, 1.410723
0.398000, 0.641303
0.399000, 1.750346
0.400000, -0.149608
0.401000, 1.133244
0.402000, 2.176435
0.403000, 1.004916
0.404000, 0.472254
0.405000, 2.770376
0.406000, -0.313869
0.407000, 0.243295
0.408000, 2.461604
0.409000, 2.141741
0.410000, 1.457087
0.411000, 2.331261
0.412000, 0.874757
0.413000, -0.113073
0.414000, 1.859073
0.415000, 1.315049
0.416000, 2.334470
0.417000, 3.182314
0.418000, 1.305073
0.419000, 0.351066
0.420000, 1.293815
0.421000, 0.810566
0.422000, 0.457121
0.423000, -0.591912
0.424000, 0.006667
0.425000, 1.060136
0.426000, 0.950775
0.427000, 0.993061
0.428000, 1.178791
0.429000, 0.691134
0.430000, 1.274103
0.431000, 1.940816
0.432000, 2.425057
0.433000, 0.463904
0.434000, -0.162739
0.435000, 0.668481
0.436000, 2.325111
0.437000, -0.559736
0.438000, 2.547711
0.439000, 0.626683
0.440000, -0.330897
0.441000, 1.484075
0.442000, -0.472881
0.443000, 0.565822
0.444000, 0.826564
0.445000, 1.056585
0.446000, 0.441988
0.447000, 1.164193
0.448000, 0.643037
0.449000, -0.285050
0.450000, 2.224820
0.451000, 1.100585
0.452000, -0.218038
0.453000, 1.100733
0.454000, 0.402957
0.455000, -0.473782
0.456000, 1.455944
0.457000, 1.259054
0.458000, 1.249026
0.459000, 0.004831
0.460000, -0.465960
0.461000, 0.542795
0.462000, 0.176553
0.463000, 1.072093
0.464000, 2.908438
0.465000, 0.161507
0.466000, -0.934052
0.467000, 1.666221
0.468000, 1.914791
0.469000, 1.281860
0.470000, 0.192459
0.471000, 1.364193
0.472000, 3.170851
0.473000, 1.103358
0.474000, 2.701290
0.475000, 1.027578
0.476000, -0.586107
0.477000, 1.867691
0.478000, -0.438151
0.479000, 3.082128
0.480000, 1.162125
0.481000, 1.898088
0.482000, 2.744675
0.483000, 1.053669
0.484000, 0.403877
0.485000, 0.150487
0.486000, 0.587366
0.487000, 1.499204
0.488000, 0.756183
0.489000, 1.164976
0.490000, 2.394998
0.491000, 0.998833
0.492000, 1.776643
0.493000, 2.190425
0.494000, 1.882692
0.495000, 2.460564
0.496000, 2.590624
0.497000, 0.916170
0.498000, 1.571280
0.499000, 2.566644
0.500000, 2.445242
0.501000, 0.808981
0.502000, 1.042373
0.503000, 2.218855
0.504000, 0.913226
0.505000, 1.715934
0.506000, 0.690619
0.507000, 2.319780
0.508000, 0.821020
0.509000, -0.440323
0.510000, 1.296881
0.511000, 2.121476
0.512000, 1.279841
0.513000, 1.445702
0.514000, 1.277455
0.515000, 0.689736
0.516000, 1.686201
0.517000, 2.375611
0.518000, 0.192066
0.519000, 0.369640
0.520000, 0.987183
0.521000, 0.690693
0.522000, 0.066676
0.523000, 0.095584
0.524000, -1.127357
0.525000, 0.189143
0.526000, 0.328274
0.527000, 1.032468
0.528000, 1.261092
0.529000, 0.672323
0.530000, 1.242439
0.531000, -0.187600
0.532000, 0.220882
0.533000, 1.973719
0.534000, 1.447314
0.535000, 0.580686
0.536000, 3.472898
0.537000, 2.451799
0.538000, 1.712842
0.539000, 1.025622
0.540000, -0.150913
0.541000, 1.042717
0.542000, 1.133203
0.543000, 1.846187
0.544000, 1.984343
0.545000, 0.224379
0.546000, 1.715194
0.547000, 2.265627
0.548000, 2.397530
0.549000, 0.116122
0.550000, 1.960313
0.551000, 1.866291
0.552000, 1.062760
0.553000, 1.028716
0.554000, 1.581067
0.555000, 0.378108
0.556000, 2.725249
0.557000, 1.667493
0.558000, 0.201704
0.559000, 0.934877
0.560000, 3.323772
0.561000, 1.408539
0.562000, 0.239314
0.563000, 1.937823
0.564000, 1.378799
0.565000, 2.716364
0.566000, 1.460104
0.567000, -0.585007
0.568000, 0.515663
0.569000, 1.449900
0.570000, -1.071198
0.571000, 2.202690
0.572000, -0.307509
0.573000, 2.602674
0.574000, 0.693974
0.575000, 1.303372
0.576000, 1.061492
0.577000, 0.716668
0.578000, 3.298220
0.579000, 1.322869
0.580000, 0.927330
0.581000, 0.307434
0.582000, 1.201026
0.583000, 2.235679
0.584000, 1.941389
0.585000, 0.108922
0.586000, 0.215987
0.587000, 1.865255
0.588000, 0.412480
0.589000, 0.645356
0.590000, -0.693495
0.591000, 0.827839
0.592000, 0.573168
0.593000, 3.102720
0.594000, 1.121029
0.595000, -0.638985
0.596000, -0.218314
0.597000, -0.334737
0.598000, -0.637054
0.599000, 0.991513
0.600000, -1.273302
0.601000, 1.903729
0.602000, 1.172255
0.603000, 0.564749
0.604000, 2.943106
0.605000, 2.351160
0.606000, 0.689871
0.607000, 1.673351
0.608000, 1.995675
0.609000, -1.007358
0.610000, 1.700933
0.611000, 1.021316
0.612000, 1.892718
0.613000, 0.824174
0.614000, 1.652680
0.615000, 2.041484
0.616000, 0.683657
0.617000, 1.147428
0.618000, -0.614709
0.619000, 1.349580
0.620000, -0.138772
0.621000, 1.404679
0.622000, 1.871170
0.623000, 1.108863
0.624000, 0.675885
0.625000, 0.884084
0.626000, 0.550342
0.627000, 1.082846
0.628000, 2.871842
0.629000, 1.593292
0.630000, 2.425983
0.631000, 0.645841
0.632000, 0.651586
0.633000, 0.615772
0.634000, -0.525316
0.635000, -0.886742
0.636000, 0.678096
0.637000, 0.521321
0.638000, 0.657978
0.639000, 1.590977
0.640000, 0.477763
0.641000, 1.477789
0.642000, 1.020152
0.643000, 1.925191
0.644000, 2.275711
0.645000, 0.417079
0.646000, 0.376980
0.647000, 1.642501
0.648000, 1.228146
0.649000, 0.990960
0.650000, 0.710423
0.651000, 0.283596
0.652000, 0.067457
0.653000, 1.027114
0.654000, 2.067177
0.655000, 0.830403
0.656000, 1.138323
0.657000, 0.674272
0.658000, 0.598507
0.659000, 1.277743
0.660000, 1.505721
0.661000, 0.304337
0.662000, 1.422971
0.663000, 0.237406
0.664000, 0.099421
0.665000, 0.317737
0.666000, 1.659585
0.667000, 0.482570
0.668000, 0.705199
0.669000, 0.710654
0.670000, 0.640603
0.671000, 1.038007
0.672000, -0.053658
0.673000, 2.246058
0.674000, 1.186980
0.675000, -0.759915
0.676000, 1.463274
0.677000, 0.719760
0.678000, 1.805642
0.679000, 1.186769
0.680000, 1.100252
0.681000, 1.014450
0.682000, 1.177964
0.683000, 1.002056
0.684000, -0.404283
0.685000, 0.383446
0.686000, -0.684861
0.687000, 3.090921
0.688000, 0.982435
0.689000, 0.638566
0.690000, 1.506649
0.691000, 0.043643
0.692000, -0.086842
0.693000, -0.184900
0.694000, 2.779852
0.695000, 0.620633
0.696000, 1.478497
0.697000, 2.954030
0.698000, 0.019582
0.699000, 0.335081
0.700000, 0.943502
0.701000, 1.389629
0.702000, 2.716875
0.703000, 1.032487
0.704000, -0.161458
0.705000, 2.441050
0.706000, 1.814784
0.707000, 1.277850
0.708000, 1.876797
0.709000, 0.867442
0.710000, -1.032752
0.711000, 0.279255
0.712000, 0.528462
0.713000, 0.091664
0.714000, -0.119151
0.715000, -0.178853
0.716000, 0.277125
0.717000, 2.349382
0.718000, 1.114921
0.719000, 1.060170
0.720000, 1.671272
0.721000, 0.324408
0.722000, 1.680758
0.723000, 0.552989
0.724000, 1.501274
0.725000, 1.790302
0.726000, -1.296700
0.727000, 0.394443
0.728000, 0.251000
0.729000, 0.066920
0.730000, 1.823673
0.731000, 0.934329
0.732000, 3.736832
0.733000, 0.794537
0.734000, 2.128765
0.735000, 0.852709
0.736000, -0.019808
0.737000, 0.259092
0.738000, 1.478058
0.739000, 0.342639
0.740000, 0.750939
0.741000, 1.376555
0.742000, 1.627218
0.743000, -0.782155
0.744000, -0.963466
0.745000, 1.917455
0.746000, 1.261494
0.747000, 0.908963
0.748000, 1.190826
0.749000, 1.925973
0.750000, -0.300362
0.751000, 1.064626
0.752000, -1.378596
0.753000, 0.008659
0.754000, 2.777547
0.755000, 1.245967
0.756000, 1.774301
0.757000, 1.446098
0.758000, 2.214731
0.759000, 0.436383
0.760000, -0.044655
0.761000, -1.211373
0.762000, 2.763994
0.763000, -0.536479
0.764000, 0.599768
0.765000, 1.846682
0.766000, 0.091820
0.767000, 2.363986
0.768000, 0.740932
0.769000, 0.557364
0.770000, 1.638818
0.771000, 2.438899
0.772000, 1.779210
0.773000, -1.073119
0.774000, 0.517071
0.775000, 2.947008
0.776000, 1.058947
0.777000, 0.715822
0.778000, 1.883542
0.779000, 1.682651
0.780000, 1.683834
0.781000, 0.073124
0.782000, 2.113034
0.783000, 0.959699
0.784000, 1.043267
0.785000, 0.958278
0.786000, 1.127077
0.787000, 0.534928
0.788000, 0.029854
0.789000, 0.341334
0.790000, 2.253389
0.791000, 0.714279
0.792000, 1.697655
0.793000, 2.220843
0.794000, 1.975856
0.795000, 1.521659
0.796000, -0.657263
0.797000, 0.753423
0.798000, 0.596977
0.799000, 1.069341
0.800000, 1.905666
0.801000, 1.752528
0.802000, 0.782560
0.803000, 0.837752
0.804000, 0.179109
0.805000, 1.642092
0.806000, 1.835700
0.807000, 0.491698
0.808000, 1.745667
0.809000, 0.714755
0.810000, 0.282031
0.811000, 1.909197
0.812000, 0.860917
0.813000, 1.004037
0.814000, 0.549909
0.815000, 0.641055
0.816000, 1.783278
0.817000, 0.379916
0.818000, 2.116713
0.819000, 1.640846
0.820000, 1.139198
0.821000, 0.264586
0.822000, 0.206143
0.823000, 1.817839
0.824000, 0.458052
0.825000, 1.478194
0.826000, 0.849910
0.827000, 0.051180
0.828000, 1.254221
0.829000, 0.179474
0.830000, 0.791391
0.831000, 0.720695
0.832000, 1.002271
0.833000, 0.508972
0.834000, 0.324807
0.835000, 1.905591
0.836000, 0.614675
0.837000, 0.270283
0.838000, 0.347967
0.839000, 0.146017
0.840000, 0.174364
0.841000, 1.329638
0.842000, -0.352590
0.843000, 0.585724
0.844000, -1.221453
0.845000, -0.293936
0.846000, 2.548868
0.847000, 0.347260
0.848000, 0.087440
0.849000, -0.100054
0.850000, 4.470657
0.851000, 0.103270
0.852000, 0.880717
0.853000, -0.044844
0.854000, -1.059365
0.855000, 1.776197
0.856000, 1.435936
0.857000, -0.459513
0.858000, 1.342364
0.859000, 2.300325
0.860000, 0.044151
0.861000, 1.017164
0.862000, 2.417287
0.863000, 0.022064
0.864000, 0.601158
0.865000, -0.429835
0.866000, -0.104025
0.867000, 1.716580
0.868000, 1.607186
0.869000, 1.773789
0.870000, 1.656567
0.871000, 1.615397
0.872000, -0.042184
0.873000, 0.396453
0.874000, -0.262738
0.875000, 3.839364
0.876000, -0.031918
0.877000, 1.413284
0.878000, 1.975007
0.879000, 0.610116
0.880000, 1.444604
0.881000, 1.540367
0.882000, 0.659110
0.883000, 1.169050
0.884000, 2.391542
0.885000, 1.090850
0.886000, 1.683116
0.887000, 3.625151
0.888000, 1.626953
0.889000, 0.247401
0.890000, 0.071553
0.891000, 2.285264
0.892000, -1.251771
0.893000, 2.122931
0.894000, 0.776848
0.895000, 0.430837
0.896000, 0.778207
0.897000, -0.490842
0.898000, 0.660701
0.899000, 1.130116
0.900000, 0.620127
0.901000, 0.285900
0.902000, 0.647100
0.903000, -0.260360
0.904000, 2.502550
0.905000, 0.258750
0.906000, 1.117073
0.907000, 0.621543
0.908000, -0.199323
0.909000, 1.536335
0.910000, -0.075129
0.911000, 1.529497
0.912000, 2.573269
0.913000, 2.017245
0.914000, -1.003282
0.915000, 0.839974
0.916000, 0.202011
0.917000, 2.806077
0.918000, 0.354071
0.919000, 2.181937
0.920000, 0.759915
0.921000, 0.664588
0.922000, 1.927235
0.923000, 0.155279
0.924000, 0.924602
0.925000, -0.452655
0.926000, 0.759267
0.927000, 2.346572
0.928000, 2.007316
0.929000, 2.402641
0.930000, 1.990459
0.931000, 1.927592
0.932000, 1.165964
0.933000, 0.784818
0.934000, 0.712720
0.935000, 0.409856
0.936000, 0.000845
0.937000, 2.532107
0.938000, 1.070112
0.939000, 2.550236
0.940000, 0.647503
0.941000, 0.908772
0.942000, 0.235112
0.943000, 2.188599
0.944000, 2.426573
0.945000, 2.507668
0.946000, 2.165311
0.947000, 1.849020
0.948000, 0.030082
0.949000, 0.997813
0.950000, 1.279632
0.951000, 2.123028
0.952000, 0.881721
0.953000, -1.158475
0.954000, 1.281476
0.955000, -0.089215
0.956000, 1.787333
0.957000, 2.335106
0.958000, 0.773810
0.959000, 1.026484
0.960000, 0.702886
0.961000, 0.684490
0.962000, 2.397783
0.963000, 2.295331
0.964000, 0.229230
0.965000, -0.025242
0.966000, 1.416754
0.967000, 2.043020
0.968000, -0.860654
0.969000, 0.223291
0.970000, 0.121751
0.971000, 2.393626
0.972000, -0.281762
0.973000, 1.137819
0.974000, 2.684459
0.975000, 0.928720
0.976000, -2.490214
0.977000, 1.464281
0.978000, 2.174138
0.979000, 1.491892
0.980000, 0.888794
0.981000, 1.160967
0.982000, 2.216365
0.983000, 0.887067
0.984000, 1.772756
0.985000, 0.663298
0.986000, 0.952914
0.987000, -1.169140
0.988000, 0.008461
0.989000, 0.867390
0.990000, 2.443916
0.991000, -0.134087
0.992000, 3.163596
0.993000, 1.079013
0.994000, 2.270323
0.995000, 0.882808
0.996000, 1.645920
0.997000, 1.311957
0.998000, 0.031720
0.999000, 2.740968
1.000000, 2.555429
1.001000, 3.382672
1.002000, 2.611477
1.003000, 3.259314
1.004000, 1.086771
1.005000, 0.791083
1.006000, 1.512347
1.007000, 1.067511
1.008000, 0.436533
1.009000, 0.793351
1.010000, 1.147994
1.011000, 0.754163
1.012000, 0.662459
1.013000, 3.285479
1.014000, 1.745525
1.015000, -0.105878
1.016000, -0.409585
1.017000, 1.848819
1.018000, 1.586650
1.019000, 1.592937
1.020000, -0.995371
1.021000, 1.475152
1.022000, 0.574462
1.023000, 0.746896
1.024000, 0.431497
1.025000, 0.344375
1.026000, 2.740769
1.027000, 2.493142
1.028000, 2.181692
1.029000, 1.262519
1.030000, -2.306199
1.031000, -0.571230
1.032000, 0.576306
1.033000, 0.555469
1.034000, 0.929084
1.035000, 2.402510
1.036000, 0.997374
1.037000, 2.704650
1.038000, 0.532463
1.039000, 1.639329
1.040000, -1.066873
1.041000, -0.530186
1.042000, 2.183312
1.043000, 1.541324
1.044000, 1.654437
1.045000, 2.922055
1.046000, 0.120636
1.047000, 0.985865
1.048000, 1.500863
1.049000, 3.208145
1.050000, 1.135863
1.051000, 0.704631
1.052000, 1.817473
1.053000, 0.266523
1.054000, 0.876331
1.055000, 3.018027
1.056000, 3.291574
1.057000, 1.020156
1.058000, 2.513140
1.059000, 0.311665
1.060000, 0.003503
1.061000, 0.767466
1.062000, 0.920380
1.063000, 0.013946
1.064000, 0.077294
1.065000, 1.456823
1.066000, 1.432492
1.067000, 1.829214
1.068000, 0.652704
1.069000, 2.003809
1.070000, 2.038150
1.071000, 1.690468
1.072000, 1.448545
1.073000, 0.926644
1.074000, 1.413845
1.075000, 2.195896
1.076000, 2.049704
1.077000, 1.436462
1.078000, -0.545132
1.079000, 1.369577
1.080000, -0.858232
1.081000, 0.538621
1.082000, 3.411150
1.083000, -0.113443
1.084000, 1.647759
1.085000, 1.157728
1.086000, -1.778408
1.087000, 0.914036
1.088000, 0.506083
1.089000, 0.767765
1.090000, 0.703333
1.091000, 2.237261
1.092000, 0.820465
1.093000, 1.132127
1.094000, 0.765831
1.095000, 3.184336
1.096000, 1.693721
1.097000, 2.136821
1.098000, 1.344340
1.099000, 1.535330
1.100000, 0.196958
1.101000, -0.322919
1.102000, 2.366488
1.103000, 0.809194
1.104000, 1.249283
1.105000, -0.524123
1.106000, 1.448930
1.107000, 0.902323
1.108000, 0.089382
1.109000, 0.286819
1.110000, 0.065884
1.111000, 3.616442
1.112000, 0.151153
1.113000, -0.175730
1.114000, -1.008341
1.115000, 1.094022
1.116000, 1.307228
1.117000, 0.978399
1.118000, 0.865835
1.119000, 0.321972
1.120000, 1.468053
1.121000, 0.027195
1.122000, 0.256187
1.123000, 1.796626
1.124000, 1.070436
1.125000, 1.415106
1.126000, 2.182830
1.127000, 1.092455
1.128000, -0.572363
1.129000, 1.808120
1.130000, 3.382110
1.131000, 1.275048
1.132000, 0.112974
1.133000, 0.375912
1.134000, 1.686535
1.135000, -0.877610
1.136000, 1.015881
1.137000, 0.461020
1.138000, 1.337701
1.139000, 1.348319
1.140000, 2.150296
1.141000, 0.953549
1.142000, 0.928744
1.143000, 2.078999
1.144000, 2.002305
1.145000, 1.962678
1.146000, 1.338899
1.147000, -1.515690
1.148000, 1.326556
1.149000, 0.837384
1.150000, -0.063029
1.151000, 1.873970
1.152000, -0.428272
1.153000, 0.411009
1.154000, -0.985309
1.155000, -0.026140
1.156000, 0.174407
1.157000, 1.603264
1.158000, 0.522519
1.159000, 1.433433
1.160000, 0.217963
1.161000, 1.404604
1.162000, 2.716449
1.163000, -0.270392
1.164000, 0.853936
1.165000, 2.104470
1.166000, 0.890828
1.167000, 1.733546
1.168000, -0.483177
1.169000, 1.660787
1.170000, 1.577147
1.171000, 0.194452
1.172000, 2.260447
1.173000, 0.244577
1.174000, 2.268841
1.175000, -0.319467
1.176000, 0.426115
1.177000, 0.120400
1.178000, -0.927084
1.179000, 1.671516
1.180000, -1.150848
1.181000, 1.512194
1.182000, 0.663933
1.183000, 0.920126
1.184000, -0.063377
1.185000, 0.829872
1.186000, 0.714461
1.187000, 1.259416
1.188000, -0.618785
1.189000, 1.650070
1.190000, 0.629811
1.191000, 2.256504
1.192000, 2.480725
1.193000, 1.324599
1.194000, 1.749081
1.195000, -0.035764
1.196000, 2.291671
1.197000, 1.551955
1.198000, 1.562506
1.199000, 0.114356
1.200000, 0.048230
1.201000, 1.120840
1.202000, 1.189386
1.203000, 0.853972
1.204000, -0.525282
1.205000, 0.170034
1.206000, 1.935737
1.207000, 1.696069
1.208000, 1.723021
1.209000, 0.402498
1.210000, 0.830961
1.211000, 0.348796
1.212000, 2.158577
1.213000, -0.222193
1.214000, 0.719009
1.215000, 0.648590
1.216000, 1.504947
1.217000, -0.261367
1.218000, 0.363622
1.219000, 0.282759
1.220000, 2.571411
1.221000, 0.725529
1.222000, 2.022717
1.223000, -0.104061
1.224000, 0.694300
1.225000, 0.183112
1.226000, -1.193947
1.227000, 0.259026
1.228000, 0.001834
1.229000, 0.285666
1.230000, 1.627913
1.231000, -0.373806
1.232000, 0.653831
1.233000, 1.201325
1.234000, -0.640416
1.235000, 1.237734
1.236000, -0.108809
1.237000, 0.240513
1.238000, 2.140105
1.239000, -0.332245
1.240000, 0.134648
1.241000, -1.729022
1.242000, 0.379415
1.243000, 0.495989
1.244000, 2.207578
1.245000, 0.833318
1.246000, 0.651210
1.247000, 2.628598
1.248000, -0.116312
1.249000, -0.031798
1.250000, 1.676960
1.251000, 1.053371
1.252000, -0.099524
1.253000, 0.287459
1.254000, -0.033883
1.255000, 0.481143
1.256000, 2.136419
1.257000, 1.499856
1.258000, 1.196804
1.259000, 2.845207
1.260000, 0.884821
1.261000, 0.403499
1.262000, -2.122142
1.263000, -1.558450
1.264000, 2.018271
1.265000, 1.115096
1.266000, -0.473852
1.267000, 0.837782
1.268000, 0.699522
1.269000, 0.405055
1.270000, 0.195310
